word,normalized_word,category
lieutenant,lieutenant,Common_English
mini,mini,Common_English
mood,mood,Common_English
muscle,muscle,Common_English
muslims,muslims,Common_English
passion,passion,Common_English
picking,picking,Common_English
pleased,pleased,Common_English
procedure,procedure,Common_English
producer,producer,Common_English
pushing,pushing,Common_English
rank,rank,Common_English
replacement,replacement,Common_English
retired,retired,Common_English
roles,roles,Common_English
sand,sand,Common_English
savings,savings,Common_English
settled,settled,Common_English
shadow,shadow,Common_English
singles,singles,Common_English
tag,tag,Common_English
tape,tape,Common_English
thread,thread,Common_English
victoria,victoria,Common_English
visiting,visiting,Common_English
wage,wage,Common_English
wed,wed,Common_English
wings,wings,Common_English
andy,andy,Common_English
avenue,avenue,Common_English
bags,bags,Common_English
beating,beating,Common_English
believes,believes,Common_English
blocks,blocks,Common_English
boring,boring,Common_English
charlie,charlie,Common_English
checking,checking,Common_English
commissioner,commissioner,Common_English
commitment,commitment,Common_English
confident,confident,Common_English
containing,containing,Common_English
copies,copies,Common_English
crimes,crimes,Common_English
custom,custom,Common_English
denied,denied,Common_English
desk,desk,Common_English
drinks,drinks,Common_English
episodes,episodes,Common_English
farmers,farmers,Common_English
fbi,fbi,Common_English
grounds,grounds,Common_English
gym,gym,Common_English
helpful,helpful,Common_English
horror,horror,Common_English
iphone,iphone,Common_English
iraq,iraq,Common_English
label,label,Common_English
liverpool,liverpool,Common_English
locked,locked,Common_English
naked,naked,Common_English
ny,ny,Common_English
opens,opens,Common_English
output,output,Common_English
persons,persons,Common_English
pitch,pitch,Common_English
plain,plain,Common_English
pushed,pushed,Common_English
raising,raising,Common_English
rear,rear,Common_English
reveal,reveal,Common_English
romantic,romantic,Common_English
scores,scores,Common_English
sisters,sisters,Common_English
speaks,speaks,Common_English
stages,stages,Common_English
strategic,strategic,Common_English
welfare,welfare,Common_English
winners,winners,Common_English
wire,wire,Common_English
worker,worker,Common_English
afterwards,afterwards,Common_English
alright,alright,Common_English
android,android,Common_English
architecture,architecture,Common_English
assist,assist,Common_English
attempted,attempted,Common_English
behalf,behalf,Common_English
capture,capture,Common_English
centers,centers,Common_English
ceremony,ceremony,Common_English
comic,comic,Common_English
cops,cops,Common_English
cuts,cuts,Common_English
dallas,dallas,Common_English
designer,designer,Common_English
diamond,diamond,Common_English
disappointed,disappointed,Common_English
dressed,dressed,Common_English
economics,economics,Common_English
efficient,efficient,Common_English
electrical,electrical,Common_English
employed,employed,Common_English
enjoying,enjoying,Common_English
entering,entering,Common_English
essentially,essentially,Common_English
establishment,establishment,Common_English
expecting,expecting,Common_English
explains,explains,Common_English
ghost,ghost,Common_English
guests,guests,Common_English
handed,handed,Common_English
houston,houston,Common_English
https,https,Common_English
industries,industries,Common_English
islam,islam,Common_English
jane,jane,Common_English
judges,judges,Common_English
kit,kit,Common_English
lab,lab,Common_English
languages,languages,Common_English
maps,maps,Common_English
min,min,Common_English
morgan,morgan,Common_English
moscow,moscow,Common_English
na,na,Common_English
nervous,nervous,Common_English
newly,newly,Common_English
odd,odd,Common_English
op,op,Common_English
ordinary,ordinary,Common_English
participate,participate,Common_English
philadelphia,philadelphia,Common_English
principles,principles,Common_English
racist,racist,Common_English
rarely,rarely,Common_English
references,references,Common_English
sexy,sexy,Common_English
skill,skill,Common_English
solve,solve,Common_English
stomach,stomach,Common_English
struck,struck,Common_English
studying,studying,Common_English
suck,suck,Common_English
supports,supports,Common_English
trash,trash,Common_English
ugly,ugly,Common_English
vegas,vegas,Common_English
walker,walker,Common_English
whoever,whoever,Common_English
amounts,amounts,Common_English
anthony,anthony,Common_English
arthur,arthur,Common_English
aspect,aspect,Common_English
banned,banned,Common_English
boost,boost,Common_English
bureau,bureau,Common_English
colonel,colonel,Common_English
comfort,comfort,Common_English
controls,controls,Common_English
cousin,cousin,Common_English
crack,crack,Common_English
deck,deck,Common_English
demands,demands,Common_English
dies,dies,Common_English
dragon,dragon,Common_English
dramatic,dramatic,Common_English
dust,dust,Common_English
dutch,dutch,Common_English
engineers,engineers,Common_English
foods,foods,Common_English
hired,hired,Common_English
illness,illness,Common_English
inspiration,inspiration,Common_English
institution,institution,Common_English
kings,kings,Common_English
lately,lately,Common_English
lowest,lowest,Common_English
memorial,memorial,Common_English
mexican,mexican,Common_English
minority,minority,Common_English
mum,mum,Common_English
opinions,opinions,Common_English
patterns,patterns,Common_English
presents,presents,Common_English
priority,priority,Common_English
promotion,promotion,Common_English
rail,rail,Common_English
readers,readers,Common_English
remote,remote,Common_English
repair,repair,Common_English
saint,saint,Common_English
steal,steal,Common_English
stolen,stolen,Common_English
telephone,telephone,Common_English
tho,tho,Common_English
titles,titles,Common_English
trans,trans,Common_English
ups,ups,Common_English
vol,vol,Common_English
whereas,whereas,Common_English
abandoned,abandoned,Common_English
acquired,acquired,Common_English
actors,actors,Common_English
alexander,alexander,Common_English
alliance,alliance,Common_English
annoying,annoying,Common_English
ap,ap,Common_English
bid,bid,Common_English
bro,bro,Common_English
buddy,buddy,Common_English
buried,buried,Common_English
cares,cares,Common_English
columbia,columbia,Common_English
conclusion,conclusion,Common_English
confirm,confirm,Common_English
congratulations,congratulations,Common_English
contracts,contracts,Common_English
convinced,convinced,Common_English
crap,crap,Common_English
dean,dean,Common_English
decent,decent,Common_English
decline,decline,Common_English
delay,delay,Common_English
describes,describes,Common_English
downtown,downtown,Common_English
elite,elite,Common_English
enemies,enemies,Common_English
forgotten,forgotten,Common_English
forth,forth,Common_English
gods,gods,Common_English
hadnt,hadnt,Common_English
hire,hire,Common_English
hop,hop,Common_English
hopes,hopes,Common_English
insane,insane,Common_English
installed,installed,Common_English
israeli,israeli,Common_English
landing,landing,Common_English
layer,layer,Common_English
managing,managing,Common_English
marry,marry,Common_English
nah,nah,Common_English
nowhere,nowhere,Common_English
obtain,obtain,Common_English
organic,organic,Common_English
ownership,ownership,Common_English
participants,participants,Common_English
pennsylvania,pennsylvania,Common_English
poetry,poetry,Common_English
pot,pot,Common_English
pray,pray,Common_English
printed,printed,Common_English
recall,recall,Common_English
sake,sake,Common_English
sheet,sheet,Common_English
signing,signing,Common_English
smooth,smooth,Common_English
spiritual,spiritual,Common_English
stops,stops,Common_English
string,string,Common_English
sudden,sudden,Common_English
sweden,sweden,Common_English
syria,syria,Common_English
throwing,throwing,Common_English
thrown,thrown,Common_English
vacation,vacation,Common_English
abroad,abroad,Common_English
arab,arab,Common_English
assigned,assigned,Common_English
associate,associate,Common_English
assumed,assumed,Common_English
atlantic,atlantic,Common_English
bench,bench,Common_English
bother,bother,Common_English
broadcast,broadcast,Common_English
bye,bye,Common_English
cambridge,cambridge,Common_English
citizen,citizen,Common_English
compete,compete,Common_English
consists,consists,Common_English
consumers,consumers,Common_English
contributed,contributed,Common_English
critics,critics,Common_English
damaged,damaged,Common_English
disaster,disaster,Common_English
discover,discover,Common_English
disney,disney,Common_English
entrance,entrance,Common_English
equally,equally,Common_English
fallen,fallen,Common_English
figured,figured,Common_English
fitness,fitness,Common_English
francis,francis,Common_English
friendship,friendship,Common_English
gary,gary,Common_English
handling,handling,Common_English
idiot,idiot,Common_English
intense,intense,Common_English
keys,keys,Common_English
